i,K,obj_val,grad_sq_norm,opt_dist_sq_norm
4.0,3.0,2.9591381899712403,0.8804482888026228,121.83244157365961
4.0,4.0,1.8124782512086326,0.37410525954617574,105.30571527649982
4.0,5.0,1.205875161360941,0.1778035204233224,92.93129240190414
4.0,6.0,0.8595056038646807,0.09661829172734664,83.18142338544936
4.0,7.0,0.6425269509724878,0.06000980897805697,75.17363564966846
4.0,8.0,0.4929495868399,0.04057807537306982,68.41348107290732
4.0,9.0,0.3826190670039893,0.02817712745855667,62.629237819868194
4.0,10.0,0.2989159785237388,0.019490576434175403,57.65994154461841
4.0,11.0,0.2353157554972563,0.013420625814645318,53.389928345306586
4.0,12.0,0.18732092280020535,0.009350723382440182,49.71949793404493
4.0,13.0,0.1512026264108912,0.006720922576831245,46.55697220831685
4.0,14.0,0.12383923294058419,0.005033319336656825,43.81962989733348
4.0,15.0,0.1027844149207982,0.0039116088152872045,41.43610678277974
4.0,16.0,0.08626073451516277,0.0031153778631165027,39.347311843032664
4.0,17.0,0.07304815786217847,0.00251336539763138,37.50556051152191
4.0,18.0,0.06232674296851702,0.002042041428348656,35.872685273448134
4.0,19.0,0.053533182910185634,0.0016699571501176777,34.417961062153644
4.0,20.0,0.046260690018869406,0.0013764135823479402,33.11634619923534
4.0,21.0,0.04020254423840791,0.001143404247124441,31.947172673221882
4.0,22.0,0.03512432472371791,0.0009551915350290383,30.89320083159877
4.0,23.0,0.030848579978681533,0.0007998926832032617,29.939900128895587
4.0,24.0,0.027242146756510544,0.000669987466467544,29.074861468247754
4.0,25.0,0.02420346767611401,0.0005613217856246575,28.287309190800496
4.0,26.0,0.02165113859870205,0.0004715296800922539,27.567716674682366
4.0,27.0,0.019515360208308703,0.0003987775206689003,26.907533135627496
4.0,28.0,0.017732810403913137,0.0003411296236658415,26.299016134153124
4.0,29.0,0.016244398743661435,0.0002963774930118805,25.735150527264658
4.0,30.0,0.014994999387697066,0.00026208819812545967,25.209627219309823
4.0,31.0,0.013934339824440235,0.00023574182293004223,24.716853830559813
4.0,32.0,0.01301837123369617,0.0002149238780087726,24.251972061703054
4.0,33.0,0.012210537078283477,0.00019754410698536733,23.81086179498278
4.0,34.0,0.011482467894499738,0.00018202078661378273,23.39011932017166
4.0,35.0,0.01081383944800044,0.00016736552322983443,22.98700556756945
4.0,36.0,0.010191407098419245,0.00015314190130527586,22.59936815793576
4.0,37.0,0.009607468382677137,0.00013932322534840075,22.225546636381242
4.0,38.0,0.009058122732202746,0.00012610712818871242,21.86427244035928
4.0,39.0,0.008541674637480203,0.00011374611933016213,21.514574131212996
4.0,40.0,0.008057408057704378,0.00010243193143236342,21.175695269996172
4.0,41.0,0.007604811725104924,9.224398799894813e-05,20.847028434104896
4.0,42.0,0.007183211628833364,8.315094846520448e-05,20.528065427150967
4.0,43.0,0.006791695446305861,7.5044034925493e-05,20.218361408487308
4.0,44.0,0.006429195262982241,6.778063262042697e-05,19.917509620684378
4.0,45.0,0.006094614903882459,6.122253473491529e-05,19.625123407968406
4.0,46.0,0.005786926867928016,5.5260938397762195e-05,19.34082290253392
